"ring","year","site","sex","Difsite","survival","site_recode","Lrecapture","time_SLC"
"Z632861",2016,"ART","F",0,1,"ART",0,0
"Z632861",2017,"ART","F",0,0,"ART",0,1
"Z632862",2016,"ART","M",0,1,"ART",0,0
"Z632862",2017,"ART","M",0,1,"ART",0,1
"Z632862",2018,"ART","M",0,0,"ART",0,1
"Z632863",2016,"DAV","M",0,0,"DAV",0,0
"Z632864",2016,"DAV","F",0,1,"DAV",0,0
"Z632864",2017,"DAV","F",0,1,"DAV",0,1
"Z632864",2018,"DAV","F",0,0,"DAV",0,1
"Z632865",2016,"FOU","F",0,0,"FOU",0,0
"Z632866",2016,"CAR","M",0,1,"CAR",0,0
"Z632866",2017,"CAR","M",0,0,"CAR",0,1
"Z632867",2016,"GLF","M",0,1,"GLF",0,0
"Z632867",2018,"GLF","M",0,1,"GLF",1,2
"Z632867",2019,"GLF","M",0,0,"GLF",0,1
"Z632868",2016,"GLF","F",0,1,"GLF",0,0
"Z632868",2017,"GLF","F",0,1,"GLF",0,1
"Z632868",2018,"GLF","F",0,1,"GLF",0,1
"Z632868",2019,"GLF","F",0,0,"GLF",0,1
"Z632869",2016,"GLF","M",0,1,"GLF",0,0
"Z632869",2017,"GLF","M",0,1,"GLF",0,1
"Z632869",2018,"GLF","M",0,0,"GLF",0,1
"Z632870",2016,"SLS","F",0,1,"SLS",0,0
"Z632870",2017,"SLS","F",0,0,"SLS",0,1
"Z632871",2016,"SPD","F",0,0,"SPD",0,0
"Z632872",2016,"RTH","M",0,1,"RTH",0,0
"Z632872",2017,"RTH","M",0,0,"RTH",0,1
"Z632873",2016,"CRU","F",0,0,"CRU",0,0
"Z632874",2016,"DNM","F",0,0,"DNM",0,0
"Z632875",2016,"DLW","M",0,1,"DLW",0,0
"Z632875",2017,"DLW","M",0,0,"DLW",0,1
"Z632876",2016,"EDI","F",0,0,"EDI",0,0
"Z632877",2016,"NEW","M",0,0,"NEW",0,0
"Z632878",2016,"ART","F",0,0,"ART",0,0
"Z632879",2016,"ART","M",0,0,"ART",0,0
"Z632880",2016,"ART","F",0,1,"ART",0,0
"Z632880",2017,"ART","F",0,0,"ART",0,1
"Z632881",2016,"ART","M",0,1,"ART",0,0
"Z632881",2017,"ART","M",0,0,"ART",0,1
"Z632882",2016,"FOU","F",0,0,"FOU",0,0
"Z632883",2016,"TAI","M",0,1,"TAI",0,0
"Z632883",2017,"TAI","M",0,0,"TAI",0,1
"Z632884",2016,"DOR","M",0,1,"DOR",0,0
"Z632884",2017,"DOR","M",0,1,"DOR",0,1
"Z632884",2018,"DOR","M",0,0,"DOR",0,1
"Z632885",2016,"DEL","F",0,0,"DEL",0,0
"Z632886",2016,"DEL","M",0,0,"DEL",0,0
"Z632887",2016,"DAV","F",0,1,"DAV",0,0
"Z632887",2017,"DAV","F",0,0,"DAV",0,1
"Z632888",2016,"ART","F",0,0,"ART",0,0
"Z632889",2016,"ART","M",0,0,"ART",0,0
"Z632890",2016,"DEL","F",0,0,"DEL",0,0
"Z632891",2016,"DEL","F",0,0,"DEL",0,0
"Z632892",2016,"AVN","M",0,1,"AVN",0,0
"Z632892",2018,"AVN","M",0,0,"AVN",1,2
"Z632893",2016,"AVN","F",0,0,"AVN",0,0
"Z632894",2016,"AVN","M",0,1,"AVN",0,0
"Z632894",2017,"AVN","M",0,1,"AVN",0,1
"Z632894",2019,"AVN","M",0,1,"AVN",1,2
"Z632894",2020,"AVN","M",0,1,"AVN",0,1
"Z632894",2022,"AVN","M",0,0,"AVN",1,2
"Z632895",2016,"AVN","M",0,1,"AVN",0,0
"Z632895",2017,"AVN","M",0,1,"AVN",0,1
"Z632895",2018,"AVN","M",0,0,"AVN",0,1
"Z632896",2016,"AVN","M",0,0,"AVN",0,0
"Z632897",2016,"CAR","F",0,0,"CAR",0,0
"Z632898",2016,"AVN","M",0,1,"AVN",0,0
"Z632898",2017,"AVN","M",0,0,"AVN",0,1
"Z632899",2016,"RTH","M",0,0,"RTH",0,0
"Z632900",2016,"FSH","M",0,1,"FSH",0,0
"Z632900",2017,"FSH","M",0,1,"FSH",0,1
"Z632900",2018,"FSH","M",0,1,"FSH",0,1
"Z632900",2019,"FSH","M",0,1,"FSH",0,1
"Z632900",2020,"FSH","M",0,1,"FSH",0,1
"Z632900",2021,"FSH","M",0,0,"FSH",0,1
"Z632901",2015,"AVN","M",0,0,"AVN",0,0
"Z632902",2015,"AVN","F",0,1,"AVN",0,0
"Z632902",2016,"AVN","F",0,1,"AVN",0,1
"Z632902",2017,"AVN","F",0,1,"AVN",0,1
"Z632902",2018,"AVN","F",0,1,"AVN",0,1
"Z632902",2019,"AVN","F",0,0,"AVN",0,1
"Z632903",2015,"AVN","F",0,1,"AVN",0,0
"Z632903",2016,"AVN","F",0,0,"AVN",0,1
"Z632905",2015,"ALN","M",0,0,"ALN",0,0
"Z632906",2015,"ALN","F",0,0,"ALN",0,0
"Z632914",2015,"FSH","F",0,0,"FSH",0,0
"Z632915",2015,"FSH","M",0,0,"FSH",0,0
"Z632916",2015,"DNS","F",0,0,"DNS",0,0
"Z632917",2015,"DNS","M",0,0,"DNS",0,0
"Z632925",2015,"BLG","F",0,1,"BLG",0,0
"Z632925",2016,"BLG","F",0,0,"BLG",0,1
"Z632935",2015,"SLS","F",0,0,"SLS",0,0
"Z632936",2015,"RTH","M",0,0,"RTH",0,0
"Z632937",2015,"KCZ","M",0,1,"KCK/KCZ",0,0
"Z632937",2016,"KCZ","M",0,0,"KCK/KCZ",0,1
"Z632938",2015,"KCZ","F",0,0,"KCK/KCZ",0,0
"Z632939",2015,"DNC","M",0,0,"DNC",0,0
"Z632940",2015,"KCZ","F",0,0,"KCK/KCZ",0,0
"Z632946",2015,"SPD","F",0,1,"SPD",0,0
"Z632946",2018,"SPD","F",0,0,"SPD",1,3
"Z632947",2015,"CRU","F",0,0,"CRU",0,0
"Z632948",2015,"CRU","M",0,1,"CRU",0,0
"Z632948",2016,"CRU","M",0,1,"CRU",0,1
"Z632948",2017,"CRU","M",0,1,"CRU",0,1
"Z632948",2018,"CRU","M",0,0,"CRU",0,1
"Z632949",2016,"EDI","F",0,0,"EDI",0,0
"Z632950",2016,"BLG","F",0,0,"BLG",0,0
"Z632951",2016,"BLG","F",0,1,"BLG",0,0
"Z632951",2017,"BLG","F",0,1,"BLG",0,1
"Z632951",2018,"BLG","F",0,1,"BLG",0,1
"Z632951",2020,"BLG","F",0,0,"BLG",1,2
"Z632952",2016,"PTH","M",0,0,"PTH",0,0
"Z632953",2016,"PTH","F",0,0,"PTH",0,0
"Z632954",2016,"PTH","F",0,0,"PTH",0,0
"Z632955",2016,"FOF","F",0,0,"FOF",0,0
"Z632956",2016,"FOF","F",0,1,"FOF",0,0
"Z632956",2017,"FOF","F",0,0,"FOF",0,1
"Z632957",2016,"FOF","F",0,1,"FOF",0,0
"Z632957",2017,"FOF","F",0,1,"FOF",0,1
"Z632957",2018,"FOF","F",0,0,"FOF",0,1
"Z632958",2016,"RSY","M",0,0,"RSY",0,0
"Z632959",2016,"RSY","F",0,0,"RSY",0,0
"Z632960",2016,"RSY","F",0,1,"RSY",0,0
"Z632960",2018,"RSY","F",0,0,"RSY",1,2
"Z632961",2016,"RSY","M",0,0,"RSY",0,0
"Z632962",2016,"FOF","F",0,0,"FOF",0,0
"Z632963",2016,"BIR","M",0,0,"BIR",0,0
"Z632964",2016,"STY","F",0,0,"STY",0,0
"Z632965",2016,"GLF","F",0,0,"GLF",0,0
"Z632966",2016,"GLF","M",0,1,"GLF",0,0
"Z632966",2017,"GLF","M",0,1,"GLF",0,1
"Z632966",2018,"GLF","M",0,1,"GLF",0,1
"Z632966",2019,"GLF","M",0,0,"GLF",0,1
"Z632967",2016,"GLF","F",0,1,"GLF",0,0
"Z632967",2017,"GLF","F",0,0,"GLF",0,1
"Z632968",2016,"EDI","M",0,0,"EDI",0,0
"Z632969",2016,"RSY","M",0,0,"RSY",0,0
"Z632970",2016,"RSY","F",0,0,"RSY",0,0
"Z632971",2016,"PTH","M",0,0,"PTH",0,0
"Z632972",2016,"BLG","M",0,1,"BLG",0,0
"Z632972",2017,"BLG","M",0,0,"BLG",0,1
"Z632973",2016,"BLA","F",0,0,"BLA",0,0
"Z632974",2016,"BLA","M",0,0,"BLA",0,0
"Z632975",2016,"BLA","F",0,0,"BLA",0,0
"Z632976",2016,"CAL","M",0,0,"CAL",0,0
"Z632977",2016,"FSH","F",0,1,"FSH",0,0
"Z632977",2017,"FSH","F",0,1,"FSH",0,1
"Z632977",2018,"FSH","F",0,0,"FSH",0,1
"Z632978",2016,"FSH","M",0,1,"FSH",0,0
"Z632978",2017,"FSH","M",0,0,"FSH",0,1
"Z632979",2016,"RTH","M",0,1,"RTH",0,0
"Z632979",2017,"RTH","M",0,0,"RTH",0,1
"Z632980",2016,"RTH","F",0,0,"RTH",0,0
"Z632981",2016,"AVN","F",0,0,"AVN",0,0
"Z632982",2016,"CAL","F",0,0,"CAL",0,0
"Z632983",2016,"KCZ","F",0,0,"KCK/KCZ",0,0
"Z632984",2016,"KCZ","M",0,1,"KCK/KCZ",0,0
"Z632984",2017,"KCZ","M",0,0,"KCK/KCZ",0,1
"Z632985",2016,"KCZ","F",0,0,"KCK/KCZ",0,0
"Z632986",2016,"DUN","F",0,0,"DUN",0,0
"Z632987",2016,"DUN","M",0,0,"DUN",0,0
"Z632988",2016,"DUN","M",0,0,"DUN",0,0
"Z632989",2016,"GLF","M",0,0,"GLF",0,0
"Z632990",2016,"GLF","F",0,0,"GLF",0,0
"Z632991",2016,"BAD","M",0,0,"BAD",0,0
"Z632992",2016,"BLG","F",0,0,"BLG",0,0
"Z632993",2016,"KCZ","M",0,1,"KCK/KCZ",0,0
"Z632993",2018,"KCK","M",1,0,"KCK/KCZ",1,2
"Z632994",2016,"DNM","M",0,1,"DNM",0,0
"Z632994",2017,"DNM","M",0,0,"DNM",0,1
"Z632995",2016,"DNM","F",0,0,"DNM",0,0
"Z632996",2016,"RTH","F",0,0,"RTH",0,0
"Z632997",2016,"KCK","F",0,1,"KCK/KCZ",0,0
"Z632997",2017,"KCK","F",0,0,"KCK/KCZ",0,1
"Z632998",2016,"KCK","F",0,1,"KCK/KCZ",0,0
"Z632998",2017,"KCK","F",0,1,"KCK/KCZ",0,1
"Z632998",2018,"KCK","F",0,0,"KCK/KCZ",0,1
"Z632999",2016,"KCK","M",0,0,"KCK/KCZ",0,0
"Z633000",2016,"NEW","M",0,0,"NEW",0,0
"Z869020",2023,"NEW","M",0,0,"NEW",0,0
"_APR7075",2024,"RSY","M",0,0,"RSY",0,0
"_APR7092",2022,"FOF","M",0,1,"FOF",0,0
"_APR7092",2023,"FOF","M",0,0,"FOF",0,1
"_APR7093",2021,"SER","F",0,1,"SER",0,0
"_APR7093",2023,"SER","F",0,0,"SER",1,2
"_APR7094",2021,"SER","F",0,1,"SER",0,0
"_APR7094",2022,"SER","F",0,0,"SER",0,1
"_APR7095",2021,"SER","F",0,0,"SER",0,0
"_APR7096",2021,"MCH","M",0,1,"MCH",0,0
"_APR7096",2022,"MCH","M",0,0,"MCH",0,1
"_APR7098",2021,"PTH","M",0,1,"PTH",0,0
"_APR7098",2022,"PTH","M",0,1,"PTH",0,1
"_APR7098",2023,"PTH","M",0,1,"PTH",0,1
"_APR7098",2024,"PTH","M",0,0,"PTH",0,1
"_APR7108",2022,"SER","M",0,1,"SER",0,0
"_APR7108",2023,"SER","M",0,1,"SER",0,1
"_APR7108",2024,"SER","M",0,0,"SER",0,1
"_APR7116",2021,"PTH","F",0,1,"PTH",0,0
"_APR7116",2022,"PTH","F",0,0,"PTH",0,1
"_APR7172",2021,"RSY","F",0,0,"RSY",0,0
"_APR7173",2021,"RSY","M",0,0,"RSY",0,0
"_APR7179",2023,"BAD","M",0,0,"BAD",0,0
"_APR7192",2024,"GLF","M",0,0,"GLF",0,0
"_APR7215",2022,"STY","M",0,1,"STY",0,0
"_APR7215",2023,"STY","M",0,1,"STY",0,1
"_APR7215",2024,"STY","M",0,0,"STY",0,1
"_APR7219",2021,"PTH","M",0,1,"PTH",0,0
"_APR7219",2023,"PTH","M",0,0,"PTH",1,2
"_APR7220",2021,"PTH","F",0,0,"PTH",0,0
"_APR7221",2021,"SER","M",0,0,"SER",0,0
"_APR7230",2021,"GLF","F",0,0,"GLF",0,0
"_APR7242",2021,"FOU","M",0,1,"FOU",0,0
"_APR7242",2022,"FOU","M",0,1,"FOU",0,1
"_APR7242",2023,"FOU","M",0,1,"FOU",0,1
"_APR7242",2024,"FOU","M",0,0,"FOU",0,1
"_APR7259",2021,"DEL","F",0,0,"DEL",0,0
"_APR7260",2021,"DEL","M",0,0,"DEL",0,0
"_APR7261",2022,"DEL","M",0,0,"DEL",0,0
"_APR7268",2021,"DEL","F",0,0,"DEL",0,0
"_APR7276",2021,"DEL","M",0,0,"DEL",0,0
"_APR7277",2021,"TAI","F",0,1,"TAI",0,0
"_APR7277",2022,"TAI","F",0,0,"TAI",0,1
"_APR7278",2021,"TAI","M",0,1,"TAI",0,0
"_APR7278",2022,"TAI","M",0,0,"TAI",0,1
"_APR7286",2021,"TAI","F",0,1,"TAI",0,0
"_APR7286",2022,"TAI","F",0,1,"TAI",0,1
"_APR7286",2024,"TAI","F",0,0,"TAI",1,2
"_APR7301",2021,"BAD","F",0,0,"BAD",0,0
"_APR7305",2021,"DOW","F",0,1,"DOW",0,0
"_APR7305",2022,"DOW","F",0,1,"DOW",0,1
"_APR7305",2023,"DOW","F",0,0,"DOW",0,1
"_APR7306",2021,"DOW","M",0,0,"DOW",0,0
"_APR7313",2021,"LVN","F",0,1,"LVN",0,0
"_APR7313",2022,"LVN","F",0,1,"LVN",0,1
"_APR7313",2023,"LVN","F",0,1,"LVN",0,1
"_APR7313",2024,"LVN","F",0,0,"LVN",0,1
"_APR7314",2021,"GLF","F",0,1,"GLF",0,0
"_APR7314",2022,"GLF","F",0,1,"GLF",0,1
"_APR7314",2023,"GLF","F",0,0,"GLF",0,1
"_APR7315",2021,"GLF","M",0,0,"GLF",0,0
"_APR7316",2021,"DOW","F",0,0,"DOW",0,0
"_APR7317",2021,"DOW","M",0,0,"DOW",0,0
"_APR7335",2022,"PIT","F",0,0,"PIT",0,0
"_APR7343",2022,"SER","M",0,1,"SER",0,0
"_APR7343",2023,"SER","M",0,0,"SER",0,1
"_APR7356",2022,"BAD","F",0,0,"BAD",0,0
"_APR7357",2022,"EDI","M",0,1,"EDI",0,0
"_APR7357",2023,"EDI","M",0,1,"EDI",0,1
"_APR7357",2024,"EDI","M",0,0,"EDI",0,1
"_APR7388",2022,"DNC","F",0,0,"DNC",0,0
"_APR7389",2022,"CAL","M",0,1,"CAL",0,0
"_APR7389",2023,"CAL","M",0,0,"CAL",0,1
"_APR7390",2022,"CAL","F",0,0,"CAL",0,0
"_APR7464",2022,"RSY","M",0,1,"RSY",0,0
"_APR7464",2024,"RSY","M",0,0,"RSY",1,2
"_APR7487",2022,"PIT","F",0,0,"PIT",0,0
"_APR7531",2022,"FOF","M",0,1,"FOF",0,0
"_APR7531",2023,"FOF","M",0,0,"FOF",0,1
"_APR7532",2022,"FOF","F",0,0,"FOF",0,0
"_APR7533",2022,"LVN","M",0,0,"LVN",0,0
"_APR7534",2022,"LVN","F",0,1,"LVN",0,0
"_APR7534",2023,"LVN","F",0,0,"LVN",0,1
"_APR7544",2022,"EDI","M",0,0,"EDI",0,0
"_APR7545",2022,"EDI","F",0,1,"EDI",0,0
"_APR7545",2023,"EDI","F",0,0,"EDI",0,1
"_APR7546",2022,"EDI","M",0,0,"EDI",0,0
"_APR7547",2022,"BAD","F",0,0,"BAD",0,0
"_APR7548",2022,"DOW","F",0,0,"DOW",0,0
"_APR7549",2022,"DOW","M",0,1,"DOW",0,0
"_APR7549",2023,"DOW","M",0,0,"DOW",0,1
"_APR7557",2022,"LVN","F",0,1,"LVN",0,0
"_APR7557",2023,"LVN","F",0,1,"LVN",0,1
"_APR7557",2024,"LVN","F",0,0,"LVN",0,1
"_APR7566",2022,"BLG","F",0,0,"BLG",0,0
"_APR7589",2022,"PIT","F",0,0,"PIT",0,0
"_APR7601",2023,"KCZ","M",0,0,"KCK/KCZ",0,0
"_APR7613",2022,"PIT","M",0,0,"PIT",0,0
"_APR7641",2023,"MCH","F",0,0,"MCH",0,0
"_APR7652",2022,"PTH","M",0,1,"PTH",0,0
"_APR7652",2023,"PTH","M",0,1,"PTH",0,1
"_APR7652",2024,"PTH","M",0,0,"PTH",0,1
"_APR7653",2022,"PTH","F",0,0,"PTH",0,0
"_APR7654",2022,"BLG","M",0,1,"BLG",0,0
"_APR7654",2023,"BLG","M",0,1,"BLG",0,1
"_APR7654",2024,"BLG","M",0,0,"BLG",0,1
"_APR7655",2022,"BLG","M",0,0,"BLG",0,0
"_APR7665",2022,"DUN","F",0,1,"DUN",0,0
"_APR7665",2023,"DUN","F",0,1,"DUN",0,1
"_APR7665",2024,"DUN","F",0,0,"DUN",0,1
"_APR7666",2022,"DUN","M",0,1,"DUN",0,0
"_APR7666",2023,"DUN","M",0,0,"DUN",0,1
"_APR7674",2022,"STY","F",0,1,"STY",0,0
"_APR7674",2023,"STY","F",0,1,"STY",0,1
"_APR7674",2024,"STY","F",0,0,"STY",0,1
"_APR7675",2022,"BLG","F",0,1,"BLG",0,0
"_APR7675",2023,"BLG","F",0,1,"BLG",0,1
"_APR7675",2024,"BLG","F",0,0,"BLG",0,1
"_APR7676",2022,"BLG","M",0,1,"BLG",0,0
"_APR7676",2023,"BLG","M",0,1,"BLG",0,1
"_APR7676",2024,"BLG","M",0,0,"BLG",0,1
"_APR7677",2022,"DNM","F",0,1,"DNM",0,0
"_APR7677",2023,"DNM","F",0,0,"DNM",0,1
"_APR7694",2022,"KCZ","M",0,1,"KCK/KCZ",0,0
"_APR7694",2023,"KCZ","M",0,0,"KCK/KCZ",0,1
"_APR7695",2022,"KCZ","F",0,1,"KCK/KCZ",0,0
"_APR7695",2023,"KCZ","F",0,0,"KCK/KCZ",0,1
"_APR7696",2022,"PIT","M",0,1,"PIT",0,0
"_APR7696",2023,"PIT","M",0,0,"PIT",0,1
"_APR7697",2022,"STY","F",0,0,"STY",0,0
"_APR7698",2022,"STY","M",0,0,"STY",0,0
"_APR7699",2022,"BAD","F",0,1,"BAD",0,0
"_APR7699",2023,"BAD","F",0,0,"BAD",0,1
"_APR7709",2022,"EDI","F",0,0,"EDI",0,0
"_APR7710",2022,"EDI","M",0,0,"EDI",0,0
"_APR7711",2022,"LVN","M",0,0,"LVN",0,0
"_APR7712",2022,"LVN","F",0,0,"LVN",0,0
"_APR7713",2022,"BIR","F",0,0,"BIR",0,0
"_APR7721",2022,"DNM","M",0,1,"DNM",0,0
"_APR7721",2023,"DNM","M",0,0,"DNM",0,1
"_APR7722",2022,"DNS","F",0,1,"DNS",0,0
"_APR7722",2023,"DNS","F",0,0,"DNS",0,1
"_APR7723",2022,"KCK","M",0,0,"KCK/KCZ",0,0
"_APR7724",2022,"PIT","F",0,1,"PIT",0,0
"_APR7724",2023,"PIT","F",0,1,"PIT",0,1
"_APR7724",2024,"PIT","F",0,0,"PIT",0,1
"_APR7725",2022,"PIT","M",0,1,"PIT",0,0
"_APR7725",2023,"PIT","M",0,1,"PIT",0,1
"_APR7725",2024,"PIT","M",0,0,"PIT",0,1
"_APR7727",2022,"GLF","M",0,0,"GLF",0,0
"_APR7728",2022,"KCZ","M",0,0,"KCK/KCZ",0,0
"_APR7729",2022,"KCK","F",0,1,"KCK/KCZ",0,0
"_APR7729",2023,"KCK","F",0,0,"KCK/KCZ",0,1
"_APR7730",2022,"BAD","F",0,0,"BAD",0,0
"_APR7731",2022,"BAD","M",0,1,"BAD",0,0
"_APR7731",2023,"BAD","M",0,0,"BAD",0,1
"_APR7742",2022,"LVN","M",0,1,"LVN",0,0
"_APR7742",2023,"LVN","M",0,0,"LVN",0,1
"_APR7743",2022,"PTH","M",0,0,"PTH",0,0
"_APR7767",2022,"RSY","F",0,0,"RSY",0,0
"_APR7793",2023,"ALN","M",0,0,"ALN",0,0
"_APR7799",2023,"ALN","F",0,1,"ALN",0,0
"_APR7799",2024,"ALN","F",0,0,"ALN",0,1
"_APR7810",2022,"ART","M",0,1,"ART",0,0
"_APR7810",2023,"ART","M",0,0,"ART",0,1
"_APR7814",2023,"OSP","M",0,0,"OSP",0,0
"_APR7824",2022,"SLS","F",0,1,"SLS",0,0
"_APR7824",2023,"SLS","F",0,0,"SLS",0,1
"_APR7825",2022,"SLS","M",0,0,"SLS",0,0
"_APR7826",2022,"SLS","M",0,0,"SLS",0,0
"_APR7827",2022,"ART","F",0,0,"ART",0,0
"_APR7828",2022,"FOU","F",0,1,"FOU",0,0
"_APR7828",2023,"FOU","F",0,1,"FOU",0,1
"_APR7828",2024,"FOU","F",0,0,"FOU",0,1
"_APR7829",2022,"FOU","F",0,1,"FOU",0,0
"_APR7829",2023,"FOU","F",0,0,"FOU",0,1
"_APR7830",2022,"FOU","M",0,1,"FOU",0,0
"_APR7830",2023,"FOU","M",0,0,"FOU",0,1
"_APR7837",2022,"OSP","M",0,1,"OSP",0,0
"_APR7837",2023,"OSP","M",0,0,"OSP",0,1
"_APR7838",2022,"OSP","F",0,1,"OSP",0,0
"_APR7838",2023,"OSP","F",0,0,"OSP",0,1
"_APR7848",2022,"MUN","F",0,1,"MUN",0,0
"_APR7848",2023,"MUN","F",0,1,"MUN",0,1
"_APR7848",2024,"MUN","F",0,0,"MUN",0,1
"_APR7888",2022,"SPD","F",0,0,"SPD",0,0
"_APR7889",2022,"SPD","M",0,0,"SPD",0,0
"_APR7926",2022,"DEL","M",0,1,"DEL",0,0
"_APR7926",2023,"DEL","M",0,0,"DEL",0,1
"_APR7927",2022,"DEL","F",0,0,"DEL",0,0
"_APR7942",2022,"INS","M",0,0,"INS",0,0
"_APR7951",2022,"SLS","F",0,0,"SLS",0,0
"_APR7952",2022,"SLS","M",0,0,"SLS",0,0
"_APR7953",2022,"ART","F",0,0,"ART",0,0
"_APR8009",2022,"AVN","F",0,0,"AVN",0,0
"_APR8010",2022,"AVN","M",0,0,"AVN",0,0
"_APR8035",2022,"FSH","M",0,1,"FSH",0,0
"_APR8035",2023,"FSH","M",0,1,"FSH",0,1
"_APR8035",2024,"FSH","M",0,0,"FSH",0,1
"_APR8051",2022,"DOR","M",0,1,"DOR",0,0
"_APR8051",2023,"DOR","M",0,0,"DOR",0,1
"_APR8052",2022,"DOR","F",0,0,"DOR",0,0
"_APR8062",2022,"NEW","F",0,0,"NEW",0,0
"_APR8074",2022,"FSH","M",0,0,"FSH",0,0
"_APR8109",2022,"HWP","M",0,0,"HWP",0,0
"_APR8114",2022,"MUN","M",0,0,"MUN",0,0
"_APR8126",2022,"SPD","M",0,0,"SPD",0,0
"_APR8129",2022,"RTH","F",0,1,"RTH",0,0
"_APR8129",2023,"RTH","F",0,0,"RTH",0,1
"_APR8136",2022,"RTH","F",0,0,"RTH",0,0
"_APR8137",2022,"RTH","M",0,1,"RTH",0,0
"_APR8137",2023,"RTH","M",0,0,"RTH",0,1
"_APR8144",2022,"ALN","F",0,0,"ALN",0,0
"_APR8145",2022,"DOR","F",0,0,"DOR",0,0
"_APR8146",2022,"DOR","M",0,0,"DOR",0,0
"_APR8147",2022,"DEL","F",0,0,"DEL",0,0
"_APR8163",2022,"SLS","F",0,0,"SLS",0,0
"_APR8166",2022,"SLS","M",0,1,"SLS",0,0
"_APR8166",2023,"SLS","M",0,0,"SLS",0,1
"_APR8167",2022,"SPD","M",0,0,"SPD",0,0
"_APR8171",2022,"AVN","F",0,0,"AVN",0,0
"_APR8172",2022,"AVN","M",0,0,"AVN",0,0
"_APR8173",2022,"RTH","F",0,1,"RTH",0,0
"_APR8173",2024,"RTH","F",0,0,"RTH",1,2
"_APR8174",2022,"FSH","M",0,1,"FSH",0,0
"_APR8174",2023,"FSH","M",0,1,"FSH",0,1
"_APR8174",2024,"FSH","M",0,0,"FSH",0,1
"_APR8175",2022,"FSH","F",0,1,"FSH",0,0
"_APR8175",2023,"FSH","F",0,0,"FSH",0,1
"_APR8187",2022,"FOU","F",0,0,"FOU",0,0
"_APR8189",2022,"BAD","M",0,1,"BAD",0,0
"_APR8189",2023,"BAD","M",0,0,"BAD",0,1
"_APR8190",2022,"RSY","M",0,0,"RSY",0,0
"_APR8191",2022,"RSY","F",0,0,"RSY",0,0
"_APR8192",2022,"FOF","F",0,0,"FOF",0,0
"_APR8193",2022,"INS","F",0,0,"INS",0,0
"_APR8194",2022,"CAL","M",0,1,"CAL",0,0
"_APR8194",2023,"CAL","M",0,0,"CAL",0,1
"_APR8195",2022,"CAL","F",0,0,"CAL",0,0
"_APR8196",2022,"SER","F",0,0,"SER",0,0
"_APR8197",2022,"SER","M",0,0,"SER",0,0
"_APR8198",2022,"BLA","F",0,0,"BLA",0,0
"_APR8204",2023,"DNC","F",0,0,"DNC",0,0
"_APR8212",2022,"DNC","M",0,1,"DNC",0,0
"_APR8212",2023,"DNC","M",0,0,"DNC",0,1
"_APR8289",2024,"SER","F",0,0,"SER",0,0
"_APR8353",2023,"BLG","F",0,0,"BLG",0,0
"_APR8370",2024,"STY","M",0,0,"STY",0,0
"_APR8384",2024,"STY","M",0,0,"STY",0,0
"_APR8386",2023,"DOW","F",0,0,"DOW",0,0
"_APR8401",2022,"DLW","M",0,1,"DLW",0,0
"_APR8401",2023,"DLW","M",0,0,"DLW",0,1
"_APR8402",2022,"DLW","F",0,0,"DLW",0,0
"_APR8403",2022,"OSP","F",0,0,"OSP",0,0
"_APR8404",2022,"OSP","F",0,1,"OSP",0,0
"_APR8404",2023,"OSP","F",0,0,"OSP",0,1
"_APR8405",2022,"OSP","M",0,0,"OSP",0,0
"_APR8414",2022,"INS","F",0,0,"INS",0,0
"_APR8429",2022,"HWP","M",0,0,"HWP",0,0
"_APR8430",2022,"HWP","F",0,0,"HWP",0,0
"_APR8431",2022,"HWP","F",0,0,"HWP",0,0
"_APR8432",2022,"AVI","F",0,0,"AVI",0,0
"_APR8433",2022,"AVN","F",0,0,"AVN",0,0
"_APR8434",2022,"AVI","M",0,0,"AVI",0,0
"_APR8435",2022,"SPD","M",0,0,"SPD",0,0
"_APR8436",2022,"KCZ","F",0,0,"KCK/KCZ",0,0
"_APR8443",2022,"DNC","F",0,0,"DNC",0,0
"_APR8445",2023,"DNM","F",0,0,"DNM",0,0
"_APR8453",2023,"NEW","F",0,1,"NEW",0,0
"_APR8453",2024,"NEW","F",0,0,"NEW",0,1
"_APR8459",2023,"DLW","F",0,0,"DLW",0,0
"_APR8460",2023,"CAL","M",0,1,"CAL",0,0
"_APR8460",2024,"CAL","M",0,0,"CAL",0,1
"_APR8461",2023,"KCK","F",0,0,"KCK/KCZ",0,0
"_APR8462",2023,"PIT","F",0,0,"PIT",0,0
"_APR8477",2023,"BLG","F",0,0,"BLG",0,0
"_APR8479",2023,"DNM","F",0,0,"DNM",0,0
"_APR8488",2023,"NEW","F",0,0,"NEW",0,0
"_APR8511",2023,"FOF","F",0,0,"FOF",0,0
"_APR8580",2023,"EDI","F",0,0,"EDI",0,0
"_APR8581",2023,"EDI","M",0,1,"EDI",0,0
"_APR8581",2024,"EDI","M",0,0,"EDI",0,1
"_APR8607",2023,"PTH","F",0,1,"PTH",0,0
"_APR8607",2024,"PTH","F",0,0,"PTH",0,1
"_APR8630",2024,"BAD","M",0,0,"BAD",0,0
"_APR8636",2023,"FOF","F",0,0,"FOF",0,0
"_APR8654",2023,"PTH","F",0,0,"PTH",0,0
"_APR8667",2023,"NEW","F",0,0,"NEW",0,0
"_APR8668",2023,"NEW","M",0,1,"NEW",0,0
"_APR8668",2024,"NEW","M",0,0,"NEW",0,1
