"year","site","boxes","nests","prop_occ","mean_occ","rel_occ","suc_total","suc_av","suc_mean","rel_suc"
2023,"FSH",8,7,0.875,0.670454545454545,0.204545454545455,46,5.75,3.09848484848485,2.65151515151515
2024,"FSH",8,6,0.75,0.670454545454545,0.0795454545454546,18,2.25,3.09848484848485,-0.848484848484849
2014,"GLF",6,5,0.833333333333333,0.825757575757576,0.00757575757575757,39,6.5,3.76515151515152,2.73484848484848
2015,"GLF",6,6,1,0.825757575757576,0.174242424242424,21,3.5,3.76515151515152,-0.265151515151515
2016,"GLF",6,6,1,0.825757575757576,0.174242424242424,37,6.16666666666667,3.76515151515152,2.40151515151515
2017,"GLF",8,6,0.75,0.825757575757576,-0.0757575757575758,15,1.875,3.76515151515152,-1.89015151515152
2018,"GLF",8,8,1,0.825757575757576,0.174242424242424,42,5.25,3.76515151515152,1.48484848484848
2019,"GLF",8,7,0.875,0.825757575757576,0.0492424242424242,25,3.125,3.76515151515152,-0.640151515151515
2020,"GLF",8,6,0.75,0.825757575757576,-0.0757575757575758,26,3.25,3.76515151515152,-0.515151515151515
2021,"GLF",8,7,0.875,0.825757575757576,0.0492424242424242,40,5,3.76515151515152,1.23484848484848
2022,"GLF",8,6,0.75,0.825757575757576,-0.0757575757575758,25,3.125,3.76515151515152,-0.640151515151515
2023,"GLF",8,4,0.5,0.825757575757576,-0.325757575757576,20,2.5,3.76515151515152,-1.26515151515152
2024,"GLF",8,6,0.75,0.825757575757576,-0.0757575757575758,9,1.125,3.76515151515152,-2.64015151515152
2017,"HWP",8,1,0.125,0.453125,-0.328125,8,1,2.546875,-1.546875
2018,"HWP",8,4,0.5,0.453125,0.046875,25,3.125,2.546875,0.578125
2019,"HWP",8,2,0.25,0.453125,-0.203125,8,1,2.546875,-1.546875
2020,"HWP",8,6,0.75,0.453125,0.296875,28,3.5,2.546875,0.953125
2021,"HWP",8,3,0.375,0.453125,-0.078125,15,1.875,2.546875,-0.671875
2022,"HWP",8,5,0.625,0.453125,0.171875,26,3.25,2.546875,0.703125
2023,"HWP",8,4,0.5,0.453125,0.046875,28,3.5,2.546875,0.953125
2024,"HWP",8,4,0.5,0.453125,0.046875,25,3.125,2.546875,0.578125
2014,"INS",6,1,0.166666666666667,0.352272727272727,-0.185606060606061,7,1.16666666666667,1.60606060606061,-0.439393939393939
2015,"INS",6,1,0.166666666666667,0.352272727272727,-0.185606060606061,0,0,1.60606060606061,-1.60606060606061
2016,"INS",6,1,0.166666666666667,0.352272727272727,-0.185606060606061,9,1.5,1.60606060606061,-0.106060606060606
2017,"INS",8,3,0.375,0.352272727272727,0.0227272727272727,14,1.75,1.60606060606061,0.143939393939394
2018,"INS",8,4,0.5,0.352272727272727,0.147727272727273,27,3.375,1.60606060606061,1.76893939393939
2019,"INS",8,4,0.5,0.352272727272727,0.147727272727273,17,2.125,1.60606060606061,0.518939393939394
2020,"INS",8,4,0.5,0.352272727272727,0.147727272727273,14,1.75,1.60606060606061,0.143939393939394
2021,"INS",8,3,0.375,0.352272727272727,0.0227272727272727,12,1.5,1.60606060606061,-0.106060606060606
2022,"INS",8,3,0.375,0.352272727272727,0.0227272727272727,14,1.75,1.60606060606061,0.143939393939394
2023,"INS",8,2,0.25,0.352272727272727,-0.102272727272727,8,1,1.60606060606061,-0.606060606060606
2024,"INS",8,4,0.5,0.352272727272727,0.147727272727273,14,1.75,1.60606060606061,0.143939393939394
2014,"KCK/KCZ",6,4,0.666666666666667,0.545454545454545,0.121212121212121,28,4.66666666666667,2.96969696969697,1.6969696969697
2015,"KCK/KCZ",12,8,0.666666666666667,0.545454545454545,0.121212121212121,38,3.16666666666667,2.96969696969697,0.196969696969697
2016,"KCK/KCZ",12,8,0.666666666666667,0.545454545454545,0.121212121212121,31,2.58333333333333,2.96969696969697,-0.386363636363636
2017,"KCK/KCZ",16,5,0.3125,0.545454545454545,-0.232954545454545,22,1.375,2.96969696969697,-1.59469696969697
2018,"KCK/KCZ",16,7,0.4375,0.545454545454545,-0.107954545454545,50,3.125,2.96969696969697,0.15530303030303
2019,"KCK/KCZ",16,12,0.75,0.545454545454545,0.204545454545455,91,5.6875,2.96969696969697,2.71780303030303
2020,"KCK/KCZ",16,9,0.5625,0.545454545454545,0.0170454545454546,57,3.5625,2.96969696969697,0.59280303030303
2021,"KCK/KCZ",16,8,0.5,0.545454545454545,-0.0454545454545454,33,2.0625,2.96969696969697,-0.90719696969697
2022,"KCK/KCZ",16,6,0.375,0.545454545454545,-0.170454545454545,33,2.0625,2.96969696969697,-0.90719696969697
2023,"KCK/KCZ",16,11,0.6875,0.545454545454545,0.142045454545455,59,3.6875,2.96969696969697,0.71780303030303
2024,"KCK/KCZ",16,6,0.375,0.545454545454545,-0.170454545454545,11,0.6875,2.96969696969697,-2.28219696969697
2014,"LVN",6,4,0.666666666666667,0.715909090909091,-0.0492424242424243,28,4.66666666666667,3.88257575757576,0.784090909090909
2015,"LVN",6,5,0.833333333333333,0.715909090909091,0.117424242424242,22,3.66666666666667,3.88257575757576,-0.215909090909091
2016,"LVN",6,3,0.5,0.715909090909091,-0.215909090909091,15,2.5,3.88257575757576,-1.38257575757576
2017,"LVN",8,6,0.75,0.715909090909091,0.0340909090909091,33,4.125,3.88257575757576,0.242424242424242
2018,"LVN",8,6,0.75,0.715909090909091,0.0340909090909091,42,5.25,3.88257575757576,1.36742424242424
2019,"LVN",8,6,0.75,0.715909090909091,0.0340909090909091,31,3.875,3.88257575757576,-0.00757575757575779
2020,"LVN",8,5,0.625,0.715909090909091,-0.0909090909090909,20,2.5,3.88257575757576,-1.38257575757576
2021,"LVN",8,5,0.625,0.715909090909091,-0.0909090909090909,21,2.625,3.88257575757576,-1.25757575757576
2022,"LVN",8,6,0.75,0.715909090909091,0.0340909090909091,32,4,3.88257575757576,0.117424242424242
2023,"LVN",8,7,0.875,0.715909090909091,0.159090909090909,44,5.5,3.88257575757576,1.61742424242424
2024,"LVN",8,6,0.75,0.715909090909091,0.0340909090909091,32,4,3.88257575757576,0.117424242424242
2014,"MCH",6,3,0.5,0.663636363636364,-0.163636363636364,29,4.83333333333333,4.13333333333333,0.699999999999999
2015,"MCH",5,4,0.8,0.663636363636364,0.136363636363636,19,3.8,4.13333333333333,-0.333333333333334
2016,"MCH",6,4,0.666666666666667,0.663636363636364,0.00303030303030294,18,3,4.13333333333333,-1.13333333333333
2017,"MCH",6,3,0.5,0.663636363636364,-0.163636363636364,20,3.33333333333333,4.13333333333333,-0.8
2018,"MCH",6,3,0.5,0.663636363636364,-0.163636363636364,25,4.16666666666667,4.13333333333333,0.0333333333333332
2019,"MCH",6,5,0.833333333333333,0.663636363636364,0.16969696969697,34,5.66666666666667,4.13333333333333,1.53333333333333
2020,"MCH",6,5,0.833333333333333,0.663636363636364,0.16969696969697,36,6,4.13333333333333,1.86666666666667
2021,"MCH",6,4,0.666666666666667,0.663636363636364,0.00303030303030294,24,4,4.13333333333333,-0.133333333333334
2022,"MCH",6,3,0.5,0.663636363636364,-0.163636363636364,13,2.16666666666667,4.13333333333333,-1.96666666666667
2023,"MCH",6,6,1,0.663636363636364,0.336363636363636,40,6.66666666666667,4.13333333333333,2.53333333333333
2024,"MCH",6,3,0.5,0.663636363636364,-0.163636363636364,11,1.83333333333333,4.13333333333333,-2.3
2014,"MUN",6,4,0.666666666666667,0.609848484848485,0.0568181818181818,17,2.83333333333333,2.58712121212121,0.246212121212122
2015,"MUN",6,4,0.666666666666667,0.609848484848485,0.0568181818181818,12,2,2.58712121212121,-0.587121212121212
2016,"MUN",6,3,0.5,0.609848484848485,-0.109848484848485,24,4,2.58712121212121,1.41287878787879
2017,"MUN",8,6,0.75,0.609848484848485,0.140151515151515,16,2,2.58712121212121,-0.587121212121212
2018,"MUN",8,5,0.625,0.609848484848485,0.0151515151515151,28,3.5,2.58712121212121,0.912878787878788
2019,"MUN",8,5,0.625,0.609848484848485,0.0151515151515151,24,3,2.58712121212121,0.412878787878788
2020,"MUN",8,0,0,0.609848484848485,-0.609848484848485,0,0,2.58712121212121,-2.58712121212121
2021,"MUN",8,7,0.875,0.609848484848485,0.265151515151515,25,3.125,2.58712121212121,0.537878787878788
2022,"MUN",8,6,0.75,0.609848484848485,0.140151515151515,28,3.5,2.58712121212121,0.912878787878788
2023,"MUN",8,7,0.875,0.609848484848485,0.265151515151515,22,2.75,2.58712121212121,0.162878787878788
2024,"MUN",8,3,0.375,0.609848484848485,-0.234848484848485,14,1.75,2.58712121212121,-0.837121212121212
2014,"NEW",6,3,0.5,0.553030303030303,-0.053030303030303,23,3.83333333333333,2.95833333333333,0.875
2015,"NEW",6,4,0.666666666666667,0.553030303030303,0.113636363636364,12,2,2.95833333333333,-0.958333333333333
2016,"NEW",6,4,0.666666666666667,0.553030303030303,0.113636363636364,20,3.33333333333333,2.95833333333333,0.375
2017,"NEW",8,4,0.5,0.553030303030303,-0.053030303030303,13,1.625,2.95833333333333,-1.33333333333333
2018,"NEW",8,3,0.375,0.553030303030303,-0.178030303030303,19,2.375,2.95833333333333,-0.583333333333333
2019,"NEW",8,5,0.625,0.553030303030303,0.071969696969697,31,3.875,2.95833333333333,0.916666666666667
2020,"NEW",8,4,0.5,0.553030303030303,-0.053030303030303,29,3.625,2.95833333333333,0.666666666666667
2021,"NEW",8,4,0.5,0.553030303030303,-0.053030303030303,17,2.125,2.95833333333333,-0.833333333333333
2022,"NEW",8,3,0.375,0.553030303030303,-0.178030303030303,22,2.75,2.95833333333333,-0.208333333333333
2023,"NEW",8,7,0.875,0.553030303030303,0.321969696969697,44,5.5,2.95833333333333,2.54166666666667
2024,"NEW",8,4,0.5,0.553030303030303,-0.053030303030303,12,1.5,2.95833333333333,-1.45833333333333
2017,"PIT",8,6,0.75,0.890625,-0.140625,50,6.25,5.84375,0.40625
2018,"PIT",8,8,1,0.890625,0.109375,56,7,5.84375,1.15625
2019,"PIT",8,7,0.875,0.890625,-0.015625,54,6.75,5.84375,0.90625
2020,"PIT",8,8,1,0.890625,0.109375,59,7.375,5.84375,1.53125
2021,"PIT",8,6,0.75,0.890625,-0.140625,33,4.125,5.84375,-1.71875
2022,"PIT",8,7,0.875,0.890625,-0.015625,50,6.25,5.84375,0.40625
2023,"PIT",8,8,1,0.890625,0.109375,52,6.5,5.84375,0.65625
2024,"PIT",8,7,0.875,0.890625,-0.015625,20,2.5,5.84375,-3.34375
2014,"PTH",6,4,0.666666666666667,0.833333333333333,-0.166666666666667,30,5,5.52651515151515,-0.526515151515151
2015,"PTH",6,6,1,0.833333333333333,0.166666666666667,34,5.66666666666667,5.52651515151515,0.140151515151516
2016,"PTH",6,3,0.5,0.833333333333333,-0.333333333333333,21,3.5,5.52651515151515,-2.02651515151515
2017,"PTH",8,7,0.875,0.833333333333333,0.0416666666666666,47,5.875,5.52651515151515,0.348484848484849
2018,"PTH",8,7,0.875,0.833333333333333,0.0416666666666666,51,6.375,5.52651515151515,0.848484848484849
2019,"PTH",8,8,1,0.833333333333333,0.166666666666667,75,9.375,5.52651515151515,3.84848484848485
2020,"PTH",8,8,1,0.833333333333333,0.166666666666667,59,7.375,5.52651515151515,1.84848484848485
2021,"PTH",8,8,1,0.833333333333333,0.166666666666667,57,7.125,5.52651515151515,1.59848484848485
2022,"PTH",8,5,0.625,0.833333333333333,-0.208333333333333,19,2.375,5.52651515151515,-3.15151515151515
2023,"PTH",8,7,0.875,0.833333333333333,0.0416666666666666,36,4.5,5.52651515151515,-1.02651515151515
2024,"PTH",8,6,0.75,0.833333333333333,-0.0833333333333334,29,3.625,5.52651515151515,-1.90151515151515
2015,"RSY",6,6,1,0.708333333333333,0.291666666666667,2,0.333333333333333,2.325,-1.99166666666667
2016,"RSY",6,5,0.833333333333333,0.708333333333333,0.125,28,4.66666666666667,2.325,2.34166666666667
2017,"RSY",8,5,0.625,0.708333333333333,-0.0833333333333334,20,2.5,2.325,0.175
2018,"RSY",8,5,0.625,0.708333333333333,-0.0833333333333334,20,2.5,2.325,0.175
2019,"RSY",8,5,0.625,0.708333333333333,-0.0833333333333334,25,3.125,2.325,0.8
2020,"RSY",8,7,0.875,0.708333333333333,0.166666666666667,14,1.75,2.325,-0.575
2021,"RSY",8,7,0.875,0.708333333333333,0.166666666666667,41,5.125,2.325,2.8
2022,"RSY",8,6,0.75,0.708333333333333,0.0416666666666666,18,2.25,2.325,-0.0750000000000002
2023,"RSY",8,3,0.375,0.708333333333333,-0.333333333333333,6,0.75,2.325,-1.575
2024,"RSY",8,4,0.5,0.708333333333333,-0.208333333333333,2,0.25,2.325,-2.075
2015,"RTH",6,2,0.333333333333333,0.491666666666667,-0.158333333333333,15,2.5,3.025,-0.525
2016,"RTH",6,3,0.5,0.491666666666667,0.00833333333333336,20,3.33333333333333,3.025,0.308333333333334
2017,"RTH",6,2,0.333333333333333,0.491666666666667,-0.158333333333333,6,1,3.025,-2.025
2018,"RTH",6,0,0,0.491666666666667,-0.491666666666667,0,0,3.025,-3.025
2019,"RTH",6,4,0.666666666666667,0.491666666666667,0.175,20,3.33333333333333,3.025,0.308333333333334
2020,"RTH",6,4,0.666666666666667,0.491666666666667,0.175,31,5.16666666666667,3.025,2.14166666666667
2021,"RTH",6,3,0.5,0.491666666666667,0.00833333333333336,27,4.5,3.025,1.475
2022,"RTH",6,4,0.666666666666667,0.491666666666667,0.175,32,5.33333333333333,3.025,2.30833333333333
2023,"RTH",6,3,0.5,0.491666666666667,0.00833333333333336,26,4.33333333333333,3.025,1.30833333333333
2024,"RTH",4,3,0.75,0.491666666666667,0.258333333333333,3,0.75,3.025,-2.275
2015,"SER",6,6,1,0.975,0.025,19,3.16666666666667,6.4,-3.23333333333333
2016,"SER",6,6,1,0.975,0.025,47,7.83333333333333,6.4,1.43333333333333
2017,"SER",8,8,1,0.975,0.025,56,7,6.4,0.6
2018,"SER",8,8,1,0.975,0.025,59,7.375,6.4,0.975
2019,"SER",8,7,0.875,0.975,-0.1,62,7.75,6.4,1.35
2020,"SER",8,8,1,0.975,0.025,48,6,6.4,-0.4
2021,"SER",8,8,1,0.975,0.025,55,6.875,6.4,0.475
2022,"SER",8,8,1,0.975,0.025,57,7.125,6.4,0.725
2023,"SER",8,8,1,0.975,0.025,56,7,6.4,0.6
2024,"SER",8,7,0.875,0.975,-0.1,31,3.875,6.4,-2.525
2015,"SLS",6,2,0.333333333333333,0.508333333333333,-0.175,4,0.666666666666667,2.90416666666667,-2.2375
2016,"SLS",6,3,0.5,0.508333333333333,-0.0083333333333333,15,2.5,2.90416666666667,-0.404166666666667
2017,"SLS",8,3,0.375,0.508333333333333,-0.133333333333333,28,3.5,2.90416666666667,0.595833333333333
2018,"SLS",8,4,0.5,0.508333333333333,-0.0083333333333333,38,4.75,2.90416666666667,1.84583333333333
2019,"SLS",8,5,0.625,0.508333333333333,0.116666666666667,32,4,2.90416666666667,1.09583333333333
2020,"SLS",8,5,0.625,0.508333333333333,0.116666666666667,30,3.75,2.90416666666667,0.845833333333333
2021,"SLS",8,5,0.625,0.508333333333333,0.116666666666667,15,1.875,2.90416666666667,-1.02916666666667
2022,"SLS",8,4,0.5,0.508333333333333,-0.0083333333333333,25,3.125,2.90416666666667,0.220833333333333
2023,"SLS",8,4,0.5,0.508333333333333,-0.0083333333333333,20,2.5,2.90416666666667,-0.404166666666667
2024,"SLS",8,4,0.5,0.508333333333333,-0.0083333333333333,19,2.375,2.90416666666667,-0.529166666666667
2014,"STY",6,3,0.5,0.723484848484849,-0.223484848484849,35,5.83333333333333,4.66666666666667,1.16666666666667
2015,"STY",6,5,0.833333333333333,0.723484848484849,0.109848484848485,10,1.66666666666667,4.66666666666667,-3
2016,"STY",6,6,1,0.723484848484849,0.276515151515151,32,5.33333333333333,4.66666666666667,0.666666666666666
2017,"STY",8,6,0.75,0.723484848484849,0.0265151515151515,41,5.125,4.66666666666667,0.458333333333333
2018,"STY",8,6,0.75,0.723484848484849,0.0265151515151515,52,6.5,4.66666666666667,1.83333333333333
2019,"STY",8,5,0.625,0.723484848484849,-0.0984848484848485,45,5.625,4.66666666666667,0.958333333333333
2020,"STY",8,6,0.75,0.723484848484849,0.0265151515151515,46,5.75,4.66666666666667,1.08333333333333
2021,"STY",8,5,0.625,0.723484848484849,-0.0984848484848485,41,5.125,4.66666666666667,0.458333333333333
2022,"STY",8,6,0.75,0.723484848484849,0.0265151515151515,23,2.875,4.66666666666667,-1.79166666666667
2023,"STY",8,4,0.5,0.723484848484849,-0.223484848484849,35,4.375,4.66666666666667,-0.291666666666667
2024,"STY",8,7,0.875,0.723484848484849,0.151515151515151,25,3.125,4.66666666666667,-1.54166666666667
2014,"TAI",6,4,0.666666666666667,0.757575757575758,-0.0909090909090909,17,2.83333333333333,3.01515151515152,-0.181818181818182
2015,"TAI",6,1,0.166666666666667,0.757575757575758,-0.590909090909091,0,0,3.01515151515152,-3.01515151515152
2016,"TAI",6,6,1,0.757575757575758,0.242424242424242,30,5,3.01515151515152,1.98484848484848
2017,"TAI",6,6,1,0.757575757575758,0.242424242424242,17,2.83333333333333,3.01515151515152,-0.181818181818182
2018,"TAI",6,5,0.833333333333333,0.757575757575758,0.0757575757575758,30,5,3.01515151515152,1.98484848484848
2019,"TAI",6,5,0.833333333333333,0.757575757575758,0.0757575757575758,14,2.33333333333333,3.01515151515152,-0.681818181818182
2020,"TAI",6,3,0.5,0.757575757575758,-0.257575757575758,12,2,3.01515151515152,-1.01515151515152
2021,"TAI",6,4,0.666666666666667,0.757575757575758,-0.0909090909090909,20,3.33333333333333,3.01515151515152,0.318181818181818
2022,"TAI",6,4,0.666666666666667,0.757575757575758,-0.0909090909090909,18,3,3.01515151515152,-0.0151515151515151
2023,"TAI",6,6,1,0.757575757575758,0.242424242424242,22,3.66666666666667,3.01515151515152,0.651515151515151
2024,"TAI",6,6,1,0.757575757575758,0.242424242424242,19,3.16666666666667,3.01515151515152,0.151515151515151
2014,"TOM",6,0,0,0.0909090909090909,-0.0909090909090909,0,0,0.712121212121212,-0.712121212121212
2015,"TOM",6,0,0,0.0909090909090909,-0.0909090909090909,3,0.5,0.712121212121212,-0.212121212121212
2016,"TOM",6,0,0,0.0909090909090909,-0.0909090909090909,5,0.833333333333333,0.712121212121212,0.121212121212121
2017,"TOM",8,2,0.25,0.0909090909090909,0.159090909090909,17,2.125,0.712121212121212,1.41287878787879
2018,"TOM",8,2,0.25,0.0909090909090909,0.159090909090909,19,2.375,0.712121212121212,1.66287878787879
2019,"TOM",8,1,0.125,0.0909090909090909,0.0340909090909091,5,0.625,0.712121212121212,-0.0871212121212122
2020,"TOM",8,2,0.25,0.0909090909090909,0.159090909090909,6,0.75,0.712121212121212,0.0378787878787878
2021,"TOM",8,1,0.125,0.0909090909090909,0.0340909090909091,5,0.625,0.712121212121212,-0.0871212121212122
2022,"TOM",8,0,0,0.0909090909090909,-0.0909090909090909,0,0,0.712121212121212,-0.712121212121212
2023,"TOM",8,0,0,0.0909090909090909,-0.0909090909090909,0,0,0.712121212121212,-0.712121212121212
2024,"TOM",8,0,0,0.0909090909090909,-0.0909090909090909,0,0,0.712121212121212,-0.712121212121212
